filename,threshold,IOU,AP
Andrena_fulva_25496035_1,0.1,69.93,69.26
Bombus_cryptarum_79887126_1,0.1,83.07,84.96
Dasypoda_hirtipes_50524329_3,0.1,74.36,74.13
Xylocopa_violacea_46615802_2,0.1,65.55,65.48
Bombus_lapidarius_9923821_1,0.1,54.41,54.33
Osmia_bicornis_26790225_1,0.1,72.27,72.12
Bombus_hypnorum_26332474_2,0.1,0.0,3.64
Xylocopa_violacea_46132602_4,0.1,33.83,33.72
Bombus_lapidarius_25303957_1,0.1,61.62,61.63
Bombus_pascuorum_68871302_1,0.1,69.24,69.41
Andrena_vaga_41440392_1,0.1,77.43,80.36
Bombus_lapidarius_13123622_1,0.1,46.9,44.91
Andrena_fulva_41623103_1,0.1,75.9,75.66
Xylocopa_violacea_45691474_1,0.1,58.63,58.41
Dasypoda_hirtipes_8437807_1,0.1,33.89,33.75
Andrena_haemorrhoa_9859243_1,0.1,65.12,64.85
Bombus_lapidarius_25327961_3,0.1,62.91,62.84
Osmia_cornuta_20751065_3,0.1,76.48,76.51
Andrena_bicolor_103816012_1,0.1,49.11,59.35
Bombus_lapidarius_25251993_1,0.1,78.99,79.97
Xylocopa_violacea_47143231_1,0.1,69.58,68.64
Bombus_hypnorum_26437269_2,0.1,55.39,53.62
Bombus_terrestris_73477478_1,0.1,44.95,42.33
Osmia_bicornis_25886939_1,0.1,29.83,36.63
Andrena_flavipes_43743858_1,0.1,68.54,74.32
Osmia_bicornis_21844212_1,0.1,45.18,44.86
Bombus_lucorum_27740711_2,0.1,85.85,86.62
Bombus_pratorum_41798445_1,0.1,59.28,58.61
Osmia_bicornis_26168729_1,0.1,75.77,75.58
Anthidium_manicatum_6985997_1,0.1,59.22,58.03
Andrena_bicolor_82551014_1,0.1,35.19,35.19
Bombus_pascuorum_68617035_1,0.1,31.98,27.77
Bombus_pascuorum_72262099_1,0.1,70.28,69.44
Sphecodes_albilabris_63951213_1,0.1,70.58,70.37
Andrena_cineraria_23613671_1,0.1,60.12,59.91
Bombus_hortorum_44739544_1,0.1,65.13,71.33
Bombus_hortorum_44365201_1,0.1,40.85,40.9
Anthidium_manicatum_12425687_1,0.1,70.3,69.49
Anthophora_plumipes_5388756_1,0.1,0.0,11.15
Osmia_bicolor_38799279_3,0.1,77.02,77.34
Osmia_bicornis_25989629_1,0.1,77.46,77.96
Dasypoda_hirtipes_1599451_1,0.1,58.56,58.31
Sphecodes_albilabris_15806090_3,0.1,15.18,29.27
Bombus_lucorum_28436335_1,0.1,78.63,78.55
Osmia_bicolor_42231237_2,0.1,58.26,57.84
Andrena_fulva_41603441_1,0.1,67.72,67.29
Andrena_fulva_24650780_1,0.1,70.64,69.35
Osmia_cornuta_24655313_1,0.1,71.63,73.34
Bombus_sylvarum_42071083_1,0.1,74.37,73.51
Xylocopa_violacea_46857060_1,0.1,38.76,38.69
Xylocopa_violacea_50691958_1,0.1,50.68,50.46
Osmia_bicornis_21885568_1,0.1,48.48,48.02
Osmia_bicolor_68630823_2,0.1,62.86,66.16
Andrena_haemorrhoa_22857077_1,0.1,82.31,84.22
Andrena_fulva_20802109_2,0.1,84.11,84.72
Anthophora_plumipes_10780704_2,0.1,72.42,75.04
Osmia_bicolor_65463597_2,0.1,61.72,61.66
Bombus_pratorum_22809604_1,0.1,61.58,62.0
Andrena_bicolor_39748872_1,0.1,62.23,62.13
Bombus_terrestris_61292946_4,0.1,0.0,10.47
Bombus_lapidarius_25673233_1,0.1,29.18,23.5
Andrena_bicolor_73877762_1,0.1,32.09,32.09
Bombus_hypnorum_26202603_3,0.1,78.62,79.54
Osmia_cornuta_29685156_1,0.1,57.59,57.51
Bombus_lapidarius_13070064_1,0.1,69.05,68.91
Andrena_cineraria_22895296_1,0.1,79.43,79.63
Bombus_terrestris_70507921_1,0.1,64.19,63.6
Anthidium_manicatum_1650190_1,0.1,24.84,24.84
Bombus_sylvarum_78613629_1,0.1,22.56,22.55
Andrena_cineraria_22749808_3,0.1,10.48,10.48
Bombus_hortorum_45476981_1,0.1,43.66,45.65
Sphecodes_albilabris_1406116_1,0.1,64.76,64.34
Osmia_bicolor_67081438_1,0.1,71.07,73.25
Bombus_hortorum_22341849_1,0.1,77.8,77.8
Anthidium_manicatum_6846545_1,0.1,69.55,69.05
Dasypoda_hirtipes_27527223_1,0.1,18.31,18.31
Bombus_pratorum_27567706_1,0.1,72.45,72.55
Bombus_sylvarum_40297855_1,0.1,59.74,66.21
Bombus_hortorum_44093380_1,0.1,60.93,60.43
Xylocopa_violacea_52462259_10,0.1,73.32,73.16
Andrena_cineraria_25636541_1,0.1,71.0,70.71
Bombus_lucorum_18594812_2,0.1,49.01,48.12
Bombus_hortorum_6779684_1,0.1,42.37,42.57
Anthophora_plumipes_9257692_1,0.1,66.09,64.94
Xylocopa_violacea_47509851_2,0.1,66.64,66.59
Andrena_bicolor_39887534_1,0.1,74.99,76.2
Bombus_hypnorum_13018081_1,0.1,80.25,79.6
Andrena_flavipes_43862385_1,0.1,62.86,62.69
Anthidium_manicatum_13076703_3,0.1,80.25,80.18
Andrena_cineraria_25670810_4,0.1,74.5,73.66
Bombus_sylvarum_39988335_1,0.1,82.85,84.56
Andrena_vaga_21486956_1,0.1,75.09,75.1
Andrena_bicolor_77445228_1,0.1,65.74,65.29
Andrena_haemorrhoa_24427420_1,0.1,59.82,59.74
Halictus_scabiosae_21318871_1,0.1,71.98,71.81
Bombus_hortorum_8403530_1,0.1,68.52,68.17
Bombus_cryptarum_45841582_1,0.1,68.81,68.74
Bombus_lucorum_27535167_1,0.1,51.95,51.67
Anthidium_manicatum_1304981_6,0.1,72.98,73.09
Dasypoda_hirtipes_29808653_1,0.1,31.21,31.06
Halictus_scabiosae_22284437_1,0.1,73.6,73.74
Halictus_scabiosae_32545143_1,0.1,77.06,77.65
Andrena_cineraria_25107582_1,0.1,68.18,69.77
Bombus_cryptarum_75990480_2,0.1,66.16,66.16
Osmia_bicolor_73411511_1,0.1,78.04,77.52
Andrena_bicolor_72391501_1,0.1,29.41,29.39
Andrena_cineraria_33979226_3,0.1,74.05,74.31
Xylocopa_violacea_52414801_1,0.1,79.57,79.82
Andrena_fulva_21321181_1,0.1,77.66,78.49
Bombus_lucorum_18535133_1,0.1,77.61,77.86
Andrena_bicolor_2799379_6,0.1,12.37,12.36
Bombus_pratorum_27515055_1,0.1,65.43,64.96
Halictus_scabiosae_28166507_1,0.1,65.32,65.11
Bombus_terrestris_54720798_1,0.1,73.67,75.49
Halictus_scabiosae_30747897_2,0.1,56.21,56.2
Xylocopa_violacea_53157262_1,0.1,59.79,59.83
Bombus_hypnorum_14209377_1,0.1,79.58,79.48
Osmia_cornuta_24728319_2,0.1,61.7,60.8
Anthophora_plumipes_21228844_2,0.1,64.01,63.93
Bombus_hypnorum_14253455_1,0.1,70.06,69.17
Halictus_scabiosae_30527082_3,0.1,71.22,71.11
Andrena_vaga_22076791_1,0.1,71.75,71.39
Bombus_pascuorum_68871893_1,0.1,64.17,65.72
Osmia_bicolor_70870899_1,0.1,54.7,52.92
Bombus_lucorum_15132562_1,0.1,37.85,42.65
Bombus_hortorum_44876954_1,0.1,57.73,54.61
Andrena_haemorrhoa_24374930_1,0.1,81.86,82.79
Bombus_hypnorum_24826343_1,0.1,0.0,9.77
Andrena_vaga_21802604_1,0.1,63.51,63.04
Osmia_bicolor_73397766_1,0.1,66.77,65.25
Bombus_sylvarum_82251804_3,0.1,52.55,50.01
Bombus_terrestris_73490987_3,0.1,78.8,79.55
Bombus_lapidarius_25734085_1,0.1,61.23,61.18
Bombus_lapidarius_21669171_1,0.1,50.32,50.27
Bombus_lucorum_18371763_1,0.1,63.13,63.09
Dasypoda_hirtipes_50665135_1,0.1,7.61,7.61
Bombus_terrestris_60039917_2,0.1,77.13,77.29
Bombus_lucorum_9293154_1,0.1,75.18,74.97
Bombus_lapidarius_21231081_1,0.1,18.75,18.57
Anthophora_plumipes_2980663_1,0.1,12.55,12.8
Andrena_vaga_41430814_1,0.1,62.09,61.87
Xylocopa_violacea_50983447_1,0.1,74.74,74.97
Bombus_sylvarum_59023273_2,0.1,66.79,66.79
Andrena_cineraria_21775997_2,0.1,33.12,33.12
Halictus_scabiosae_25686577_1,0.1,60.0,59.71
Osmia_bicornis_21361779_1,0.1,36.32,35.94
Anthophora_plumipes_5525742_1,0.1,57.86,57.56
Bombus_pratorum_42156059_1,0.1,64.37,64.14
Bombus_hypnorum_24360763_1,0.1,72.99,74.83
Bombus_cryptarum_78692537_1,0.1,75.57,75.06
Andrena_bicolor_58631640_1,0.1,71.76,72.19
Bombus_terrestris_97056086_1,0.1,76.08,75.37
Andrena_fulva_24881697_1,0.1,0.0,16.89
Bombus_cryptarum_79092935_1,0.1,82.23,82.77
Halictus_scabiosae_28354541_1,0.1,63.71,63.4
Bombus_pratorum_21906346_1,0.1,25.9,25.63
Bombus_sylvarum_78198565_1,0.1,64.6,64.36
Osmia_bicolor_42795747_7,0.1,39.84,48.86
Andrena_bicolor_82551014_3,0.1,45.06,43.97
Bombus_sylvarum_82288830_5,0.1,82.97,83.31
Bombus_lucorum_28889751_4,0.1,48.3,48.27
Bombus_hortorum_8829930_1,0.1,76.24,76.17
Anthidium_manicatum_1304981_4,0.1,66.71,67.21
Andrena_flavipes_21691969_1,0.1,70.13,71.76
Bombus_sylvarum_79524991_1,0.1,32.0,31.58
Bombus_lapidarius_21045810_2,0.1,80.51,82.45
Andrena_bicolor_104776005_1,0.1,56.77,56.69
Bombus_pratorum_26937719_1,0.1,78.92,78.86
Andrena_bicolor_20346058_1,0.1,81.5,83.19
Bombus_cryptarum_44718611_1,0.1,62.95,62.25
Andrena_vaga_58631663_1,0.1,70.27,70.99
Xylocopa_violacea_51245994_1,0.1,42.42,42.32
Bombus_pratorum_21553429_1,0.1,59.28,57.44
Bombus_cryptarum_48407391_3,0.1,80.16,80.38
Osmia_bicolor_43917985_1,0.1,74.23,74.02
Andrena_bicolor_103816167_1,0.1,69.55,69.88
Osmia_cornuta_61764_1,0.1,66.01,65.91
Bombus_cryptarum_48791095_1,0.1,78.22,79.89
Osmia_bicornis_26443792_1,0.1,66.38,65.84
Bombus_lucorum_28115438_1,0.1,75.17,74.71
Bombus_terrestris_93253422_8,0.1,69.3,68.11
Anthophora_plumipes_19902480_1,0.1,67.59,71.14
Andrena_haemorrhoa_21431997_3,0.1,56.74,55.8
Andrena_vaga_10231437_1,0.1,76.22,76.95
Bombus_sylvarum_58839175_1,0.1,84.93,85.69
Sphecodes_albilabris_24463655_1,0.1,78.82,78.61
Bombus_sylvarum_58867044_1,0.1,24.49,24.44
Andrena_vaga_53445485_1,0.1,71.2,71.06
Andrena_vaga_45706181_1,0.1,71.06,71.33
Sphecodes_albilabris_72878129_1,0.1,56.98,56.5
Anthidium_manicatum_12682975_1,0.1,71.53,72.05
Bombus_pascuorum_68871905_1,0.1,68.81,72.77
Andrena_haemorrhoa_11862212_1,0.1,73.68,73.56
Osmia_bicornis_26186749_3,0.1,34.2,34.12
Bombus_terrestris_61965586_4,0.1,74.2,73.86
Andrena_haemorrhoa_21384099_1,0.1,62.86,62.69
Halictus_scabiosae_28515165_1,0.1,59.48,59.19
Sphecodes_albilabris_69621025_1,0.1,63.81,64.06
Xylocopa_violacea_45973783_2,0.1,34.91,34.71
Bombus_hypnorum_26377599_1,0.1,78.74,78.29
Dasypoda_hirtipes_46946813_1,0.1,44.55,44.63
Osmia_bicornis_21611244_1,0.1,80.37,81.54
Osmia_bicornis_26319752_1,0.1,84.27,85.72
Anthidium_manicatum_7149603_3,0.1,37.12,37.0
Andrena_flavipes_21691969_2,0.1,78.95,81.02
Bombus_cryptarum_80944011_2,0.1,63.06,62.07
Xylocopa_violacea_52257972_1,0.1,64.7,64.04
Osmia_bicolor_42231237_4,0.1,0.0,13.84
Halictus_scabiosae_37248088_1,0.1,27.56,27.46
Osmia_bicolor_71354231_1,0.1,77.79,77.58
Sphecodes_albilabris_91548756_1,0.1,66.64,66.46
Anthidium_manicatum_15116335_1,0.1,62.85,61.6
Andrena_bicolor_73604150_1,0.1,79.88,79.84
Andrena_haemorrhoa_14111_1,0.1,39.61,39.29
Bombus_terrestris_84151478_2,0.1,54.16,53.52
Anthidium_manicatum_12884737_1,0.1,66.92,66.77
Osmia_cornuta_21255723_1,0.1,57.77,56.16
Bombus_lucorum_19376729_1,0.1,32.88,32.87
Andrena_cineraria_22629869_1,0.1,74.15,73.33
Andrena_flavipes_41539403_1,0.1,53.72,55.4
Xylocopa_violacea_45357386_1,0.1,74.49,74.62
Bombus_terrestris_73606039_1,0.1,60.64,59.57
Andrena_bicolor_71455037_1,0.1,81.59,82.54
Andrena_cineraria_22815702_1,0.1,59.46,62.73
Bombus_magnus_45413919_1,0.1,71.47,69.92
Andrena_flavipes_46490574_2,0.1,80.13,80.23
Sphecodes_albilabris_7493442_1,0.1,61.23,61.06
Bombus_lapidarius_10311578_1,0.1,32.36,25.03
Bombus_hypnorum_24520633_1,0.1,68.09,66.91
Bombus_terrestris_105503334_1,0.1,70.44,69.53
Bombus_hypnorum_26374401_1,0.1,68.65,68.24
Anthophora_plumipes_22278677_1,0.1,66.54,66.21
Bombus_pascuorum_72354813_1,0.1,59.65,59.53
Osmia_cornuta_1337939_2,0.1,40.37,38.94
Andrena_haemorrhoa_22717076_1,0.1,67.7,68.92
Halictus_scabiosae_25963855_1,0.1,63.34,63.26
Osmia_cornuta_37786498_1,0.1,30.55,29.83
Bombus_pratorum_45382514_1,0.1,69.8,69.54
Andrena_flavipes_34350822_1,0.1,34.65,33.97
Bombus_lapidarius_13033915_2,0.11,0.0,12.9
Bombus_lucorum_22940892_1,0.11,53.71,53.43
Bombus_pascuorum_72171519_1,0.11,86.24,88.13
Anthophora_plumipes_9961245_2,0.11,68.64,76.41
Andrena_fulva_24828677_1,0.11,80.16,80.61
Anthophora_plumipes_22324179_1,0.11,68.18,68.12
Osmia_bicornis_21903342_2,0.11,47.9,47.75
Xylocopa_violacea_46017657_1,0.11,75.44,75.26
Bombus_magnus_39079115_2,0.11,75.8,82.11
Bombus_lapidarius_20671231_1,0.11,53.03,52.57
Andrena_flavipes_41163118_1,0.11,77.43,83.05
Osmia_bicolor_75321538_1,0.11,77.59,77.32
Bombus_hypnorum_24576528_1,0.11,49.05,49.39
Osmia_cornuta_38436809_1,0.11,82.65,82.52
Andrena_vaga_1388570_1,0.11,65.01,64.76
Bombus_sylvarum_83366949_1,0.11,73.33,77.17
Halictus_scabiosae_25515682_4,0.11,55.18,55.03
Bombus_pratorum_22805213_1,0.11,40.96,46.31
Dasypoda_hirtipes_58885156_3,0.11,17.01,17.01
Halictus_scabiosae_34952476_3,0.11,75.94,75.96
Andrena_cineraria_26105053_1,0.11,61.12,60.75
Bombus_terrestris_103795230_1,0.11,6.57,6.57
Andrena_fulva_21595621_1,0.11,74.93,74.45
Bombus_hypnorum_12977923_2,0.11,36.06,50.02
Bombus_pascuorum_72256802_4,0.11,69.92,74.92
Bombus_hortorum_13704449_1,0.11,73.32,74.13
Bombus_lapidarius_11862211_1,0.11,83.47,83.89
Bombus_hortorum_21561462_1,0.11,86.8,87.63
Xylocopa_violacea_51089272_1,0.11,58.85,58.75
Dasypoda_hirtipes_52024003_2,0.11,71.58,71.26
Bombus_cryptarum_47659644_3,0.11,58.24,57.89
Andrena_bicolor_44969462_3,0.11,83.81,88.34
Bombus_hypnorum_24985879_1,0.11,62.81,60.47
Andrena_vaga_58631661_1,0.11,74.22,74.73
Andrena_haemorrhoa_24504960_1,0.11,67.71,67.4
Bombus_magnus_39079115_3,0.11,66.85,77.27
Andrena_fulva_41617060_1,0.11,63.71,62.35
Sphecodes_albilabris_64193431_1,0.11,70.85,69.98
Bombus_cryptarum_41698591_1,0.11,80.7,80.65
Andrena_fulva_24609371_8,0.11,76.27,77.26
Andrena_flavipes_41352869_1,0.11,70.57,71.02
Dasypoda_hirtipes_52735331_1,0.11,28.01,28.01
Bombus_sylvarum_37675101_1,0.11,85.43,90.53
Bombus_lapidarius_21321179_1,0.11,71.6,71.32
Xylocopa_violacea_46206341_1,0.11,69.32,69.29
Bombus_cryptarum_78460011_1,0.11,82.7,83.51
Osmia_bicolor_72350654_1,0.11,70.22,69.55
Bombus_terrestris_74043828_2,0.11,79.64,79.75
Bombus_terrestris_99521073_3,0.11,0.16,20.79
Andrena_cineraria_26513851_1,0.11,80.15,80.75
Andrena_cineraria_26685621_1,0.11,53.53,57.75
Bombus_lucorum_28318177_1,0.11,63.9,62.58
Bombus_terrestris_60497898_1,0.11,78.46,78.53
Osmia_cornuta_32297539_1,0.11,12.95,17.99
Osmia_bicolor_74939891_1,0.11,50.16,47.03
Bombus_pascuorum_70929264_1,0.11,53.24,52.53
Osmia_bicolor_64685876_1,0.11,71.55,71.68
Andrena_cineraria_21955817_1,0.11,69.23,68.97
Bombus_cryptarum_78988844_3,0.11,33.6,31.8
Osmia_bicolor_41683713_1,0.11,60.95,59.93
Andrena_fulva_12361560_1,0.11,22.31,26.34
Andrena_fulva_41818494_1,0.11,70.43,69.46
Bombus_lucorum_27507339_2,0.11,76.09,79.8
Sphecodes_albilabris_70109535_1,0.11,45.24,41.59
Bombus_cryptarum_46815891_4,0.11,79.75,80.45
Bombus_pascuorum_72268323_1,0.11,83.76,85.74
Sphecodes_albilabris_72911566_1,0.11,60.03,59.06
Andrena_flavipes_41163118_2,0.11,59.96,59.96
Osmia_bicolor_64280818_1,0.11,29.78,29.74
Andrena_flavipes_10588940_1,0.11,31.45,31.45
Bombus_lucorum_25622353_1,0.11,74.03,76.47
Andrena_fulva_25334479_3,0.11,67.9,67.85
Bombus_pascuorum_70941355_2,0.11,26.07,26.07
Anthophora_plumipes_21256341_1,0.11,81.01,82.06
Bombus_hypnorum_24931873_3,0.11,45.62,44.39
Bombus_sylvarum_65340263_2,0.11,73.56,73.81
Andrena_cineraria_22695589_1,0.11,65.59,65.24
Sphecodes_albilabris_91835021_1,0.11,36.14,37.4
Dasypoda_hirtipes_45952052_1,0.11,70.81,70.47
Bombus_pratorum_26758586_1,0.11,72.33,72.06
Sphecodes_albilabris_3973294_1,0.11,63.1,61.25
Bombus_pascuorum_72339385_2,0.11,80.69,80.36
Anthidium_manicatum_1307808_1,0.11,71.19,79.05
Andrena_flavipes_42347630_4,0.11,52.39,52.2
Bombus_hortorum_44246574_1,0.11,68.89,68.06
Andrena_fulva_20802109_1,0.11,72.73,72.74
Sphecodes_albilabris_91120069_1,0.11,0.0,19.37
Bombus_terrestris_74078943_2,0.11,65.9,65.87
Bombus_pratorum_41296088_1,0.11,67.45,67.44
Bombus_lapidarius_21352151_1,0.11,68.41,68.31
Bombus_terrestris_71501078_5,0.11,74.1,73.88
Andrena_vaga_5819305_7,0.11,60.45,60.24
Bombus_sylvarum_37675104_2,0.11,71.37,71.18
Bombus_lucorum_26758784_1,0.11,64.19,64.11
Dasypoda_hirtipes_31538737_1,0.11,20.01,20.01
Bombus_magnus_45413919_2,0.11,0.0,1.74
Andrena_haemorrhoa_19902478_1,0.11,77.26,78.53
Dasypoda_hirtipes_14133120_2,0.11,29.65,29.65
Osmia_cornuta_557630_3,0.11,41.06,39.59
Osmia_bicornis_25948103_1,0.11,0.0,21.2
Bombus_lucorum_28600638_1,0.11,39.38,39.06
Andrena_fulva_24609371_4,0.11,0.0,5.45
Bombus_hortorum_14267038_1,0.11,42.96,40.47
Osmia_cornuta_21387335_1,0.11,32.08,33.19
Andrena_vaga_42150989_4,0.11,64.31,63.39
Bombus_hortorum_46398111_1,0.11,72.36,72.29
Bombus_cryptarum_76326107_2,0.11,50.35,50.31
Bombus_pratorum_42408550_1,0.11,0.0,21.4
Andrena_cineraria_25945586_1,0.11,77.7,77.69
Bombus_cryptarum_48407391_1,0.11,73.29,73.31
Bombus_pascuorum_68869085_1,0.11,84.29,85.79
Bombus_terrestris_70134534_1,0.11,74.15,74.43
Bombus_cryptarum_76250784_1,0.11,44.01,42.66
Andrena_haemorrhoa_24216792_1,0.11,78.85,78.86
Andrena_vaga_60931621_1,0.11,50.99,54.65
Sphecodes_albilabris_2910604_5,0.11,66.36,66.23
Bombus_hypnorum_26188914_1,0.11,79.31,79.24
Bombus_terrestris_55479040_4,0.11,58.18,56.38
Bombus_lucorum_26440505_1,0.11,42.1,42.09
Anthidium_manicatum_1104741_1,0.11,35.19,35.12
Osmia_bicornis_26068224_1,0.11,77.28,77.6
Bombus_hortorum_18018378_1,0.11,52.79,51.87
Andrena_bicolor_70513296_1,0.11,67.46,67.44
Bombus_terrestris_65128639_1,0.11,0.0,6.26
Sphecodes_albilabris_90861814_1,0.11,43.64,43.12
Sphecodes_albilabris_91198181_1,0.11,62.16,61.78
Andrena_flavipes_41679666_1,0.11,17.33,17.33
Bombus_magnus_39079115_1,0.11,76.56,82.8
Bombus_lucorum_28113036_1,0.11,76.04,77.16
Andrena_flavipes_6162634_1,0.11,71.45,71.06
Halictus_scabiosae_25515682_1,0.11,51.08,51.08
Andrena_vaga_37306991_3,0.11,82.07,82.0
Andrena_flavipes_45372205_1,0.11,67.58,67.37
Andrena_flavipes_27154685_1,0.11,70.24,69.49
Osmia_cornuta_1361305_1,0.11,79.92,80.81
Andrena_haemorrhoa_9643707_1,0.11,62.65,62.45
Bombus_pratorum_21782729_3,0.11,63.17,63.03
Bombus_lucorum_14054307_1,0.11,76.15,76.57
Andrena_haemorrhoa_2991977_1,0.11,39.48,39.61
Bombus_pascuorum_70948738_1,0.11,0.0,15.16
Bombus_lucorum_27773349_1,0.11,79.88,80.08
Bombus_hortorum_19170168_1,0.11,55.9,61.21
Andrena_haemorrhoa_9643146_1,0.11,78.97,79.34
Andrena_vaga_35333363_3,0.11,84.29,86.59
Andrena_fulva_21005375_1,0.11,68.71,67.6
Sphecodes_albilabris_63338779_1,0.11,66.57,65.84
Osmia_cornuta_19906005_1,0.11,23.08,35.01
Bombus_hortorum_46358885_2,0.11,75.66,76.17
Dasypoda_hirtipes_52138066_1,0.11,56.36,55.7
Anthophora_plumipes_10726165_1,0.11,59.42,59.06
Halictus_scabiosae_29429207_1,0.11,52.32,52.07
Andrena_haemorrhoa_12510924_1,0.11,40.96,40.92
Osmia_bicornis_21870398_1,0.11,70.79,70.74
Anthidium_manicatum_11549080_1,0.11,69.38,68.82
Bombus_terrestris_80764295_1,0.11,44.43,44.35
Andrena_flavipes_40832925_4,0.11,48.05,47.83
Andrena_bicolor_71937223_1,0.11,36.85,36.67
Bombus_lapidarius_25721016_1,0.11,57.86,56.05
Xylocopa_violacea_50532223_1,0.11,65.64,65.42
Osmia_bicornis_25868817_1,0.11,67.26,66.95
Andrena_bicolor_72038338_1,0.11,60.06,59.52
Andrena_fulva_41693281_1,0.11,63.57,63.18
Sphecodes_albilabris_67712830_1,0.11,70.51,76.07
Xylocopa_violacea_46154360_1,0.11,58.31,57.33
Andrena_haemorrhoa_12277590_1,0.11,83.6,84.99
Bombus_pascuorum_68871103_4,0.11,64.54,63.92
Andrena_bicolor_71705678_2,0.11,73.41,73.27
Osmia_cornuta_21049270_1,0.11,25.99,25.97
Bombus_hortorum_13893322_2,0.11,54.41,53.73
Bombus_cryptarum_79887126_2,0.11,68.11,67.62
Osmia_cornuta_40086158_1,0.11,47.26,46.18
Bombus_pascuorum_70829784_4,0.11,0.0,35.6
Bombus_pratorum_41559252_4,0.11,83.76,83.96
Anthidium_manicatum_6970356_3,0.11,57.24,56.98
Bombus_sylvarum_81211106_2,0.11,74.26,74.12
Anthophora_plumipes_3022507_2,0.11,4.14,17.64
Anthophora_plumipes_22412797_2,0.11,64.8,62.62
Osmia_bicornis_22653557_1,0.11,71.22,70.49
Osmia_bicolor_26049504_1,0.11,59.18,58.34
Andrena_bicolor_70836009_1,0.11,75.15,75.45
Bombus_lucorum_24301194_2,0.11,48.51,47.73
Halictus_scabiosae_28435023_1,0.11,68.74,68.22
Osmia_cornuta_21025210_2,0.11,80.85,86.44
Anthophora_plumipes_5388756_2,0.11,77.5,79.5
Dasypoda_hirtipes_28868578_1,0.11,28.65,28.55
Andrena_vaga_37306991_6,0.11,66.92,66.57
Anthidium_manicatum_15027502_1,0.11,67.6,67.44
Bombus_pascuorum_70941526_2,0.11,7.89,38.46
Bombus_sylvarum_82593993_3,0.11,65.84,65.52
Halictus_scabiosae_30353670_1,0.11,49.59,48.17
Andrena_flavipes_5795371_3,0.11,80.72,81.74
Bombus_pratorum_41451607_1,0.11,9.01,9.01
Andrena_fulva_21101578_1,0.11,74.04,73.73
Bombus_sylvarum_82818807_4,0.11,49.99,54.01
Andrena_cineraria_40871954_2,0.11,79.51,81.72
Andrena_haemorrhoa_608715_5,0.11,67.5,67.01
Bombus_pascuorum_70679427_1,0.11,81.78,82.01
Anthophora_plumipes_21775963_1,0.11,64.85,64.6
Anthidium_manicatum_1945473_1,0.11,74.86,74.98
Bombus_pascuorum_72171062_1,0.11,73.46,72.92
Anthidium_manicatum_1304981_2,0.11,78.94,79.23
Bombus_hypnorum_26238749_1,0.11,81.29,82.17
Bombus_lapidarius_12834390_1,0.11,86.94,87.26
Osmia_bicornis_26008683_2,0.11,68.29,67.15
Andrena_fulva_16591072_1,0.11,0.0,10.42
Bombus_terrestris_89339556_1,0.11,76.58,77.09
Andrena_cineraria_22035971_5,0.11,80.11,80.77
Anthidium_manicatum_12884662_2,0.11,78.26,78.4
Andrena_cineraria_19902477_1,0.11,70.49,70.54
Halictus_scabiosae_27562307_1,0.11,12.14,12.14
Osmia_cornuta_1281136_1,0.11,26.7,26.13
Halictus_scabiosae_30643619_1,0.11,68.01,67.79
Bombus_cryptarum_76326107_1,0.11,54.44,53.74
Sphecodes_albilabris_90548728_1,0.11,70.84,69.61
Andrena_haemorrhoa_23621511_1,0.11,68.78,68.41
Bombus_hypnorum_13810150_1,0.11,35.03,33.03
Andrena_cineraria_39926319_1,0.11,65.72,64.71
Anthophora_plumipes_20508136_2,0.11,60.1,59.29
Osmia_bicornis_26790225_2,0.11,57.1,56.68
Bombus_cryptarum_47213984_1,0.11,72.7,72.23
Bombus_hortorum_45581548_2,0.11,61.27,60.96
Andrena_fulva_24599687_1,0.11,81.69,82.05
Andrena_fulva_24372320_1,0.11,62.88,60.97
Bombus_pratorum_26922091_1,0.11,69.34,68.22
Halictus_scabiosae_25696041_1,0.11,76.53,76.48
Xylocopa_violacea_52779990_1,0.11,55.85,55.75
Anthophora_plumipes_11795456_2,0.11,76.89,76.22
Bombus_lapidarius_21671909_1,0.11,44.86,55.41
Bombus_lapidarius_11314802_1,0.11,58.37,57.12
Andrena_haemorrhoa_22698467_1,0.11,77.53,77.9
Dasypoda_hirtipes_14252544_2,0.11,82.16,82.77
Bombus_pascuorum_70875661_2,0.11,0.0,3.12
Bombus_pratorum_20418017_1,0.11,34.42,34.2
Andrena_vaga_22777403_4,0.11,76.84,78.8
Dasypoda_hirtipes_29721943_1,0.11,81.91,82.0
Anthophora_plumipes_54213_2,0.11,70.22,69.73
Dasypoda_hirtipes_49001728_1,0.11,32.06,31.83
Bombus_sylvarum_82007257_2,0.11,87.14,87.82
Bombus_lucorum_28496644_1,0.11,81.77,82.57
Dasypoda_hirtipes_58496989_7,0.11,71.43,71.52
Andrena_haemorrhoa_23477102_1,0.11,25.05,24.96
Xylocopa_violacea_46795520_1,0.11,78.95,78.76
Osmia_bicornis_22624419_3,0.11,73.08,73.01
Andrena_vaga_5818745_1,0.11,71.15,70.86
Bombus_pascuorum_68871899_1,0.11,0.0,16.66
Osmia_bicolor_69371662_1,0.11,53.66,53.37
Bombus_hypnorum_13289013_1,0.11,19.61,19.47
Bombus_hortorum_44762812_7,0.11,0.0,2.2
Anthophora_plumipes_11218942_1,0.11,38.97,38.69
Osmia_bicornis_22324226_1,0.11,6.92,10.54
